sequence_path,class_id,folder_label,type
data\include50\augmented_train\MVI_9316_aug2.npy,41,83. big large,augmented_2
data\include50\augmented_train\MVI_9316_aug3.npy,41,83. big large,augmented_3
data\include50\sequences\Animals\5. Cow\MVI_4160.npy,24,5. Cow,original
data\include50\augmented_train\MVI_4160_aug1.npy,24,5. Cow,augmented_1
data\include50\augmented_train\MVI_4160_aug2.npy,24,5. Cow,augmented_2
data\include50\augmented_train\MVI_4160_aug3.npy,24,5. Cow,augmented_3
data\include50\sequences\Clothes\42. T-Shirt\MVI_4882.npy,18,42. T-Shirt,original
data\include50\augmented_train\MVI_4882_aug1.npy,18,42. T-Shirt,augmented_1
data\include50\augmented_train\MVI_4882_aug2.npy,18,42. T-Shirt,augmented_2
data\include50\augmented_train\MVI_4882_aug3.npy,18,42. T-Shirt,augmented_3
data\include50\sequences\Pronouns\46. you (plural)\MVI_0084.npy,21,46. you (plural),original
data\include50\augmented_train\MVI_0084_aug1.npy,21,46. you (plural),augmented_1
data\include50\augmented_train\MVI_0084_aug2.npy,21,46. you (plural),augmented_2
data\include50\augmented_train\MVI_0084_aug3.npy,21,46. you (plural),augmented_3
data\include50\sequences\Clothes\44. Shoes\MVI_3712.npy,19,44. Shoes,original
data\include50\augmented_train\MVI_3712_aug1.npy,19,44. Shoes,augmented_1
data\include50\augmented_train\MVI_3712_aug2.npy,19,44. Shoes,augmented_2
data\include50\augmented_train\MVI_3712_aug3.npy,19,44. Shoes,augmented_3
data\include50\sequences\People\77. Boy\MVI_4110.npy,36,77. Boy,original
data\include50\augmented_train\MVI_4110_aug1.npy,36,77. Boy,augmented_1
data\include50\augmented_train\MVI_4110_aug2.npy,36,77. Boy,augmented_2
data\include50\augmented_train\MVI_4110_aug3.npy,36,77. Boy,augmented_3
data\include50\sequences\Adjectives\87. hot\MVI_9487.npy,45,87. hot,original
data\include50\augmented_train\MVI_9487_aug1.npy,45,87. hot,augmented_1
data\include50\augmented_train\MVI_9487_aug2.npy,45,87. hot,augmented_2
data\include50\augmented_train\MVI_9487_aug3.npy,45,87. hot,augmented_3
data\include50\sequences\Places\19. House\MVI_3593.npy,5,19. House,original
data\include50\augmented_train\MVI_3593_aug1.npy,5,19. House,augmented_1
data\include50\augmented_train\MVI_3593_aug2.npy,5,19. House,augmented_2
data\include50\augmented_train\MVI_3593_aug3.npy,5,19. House,augmented_3
data\include50\sequences\Jobs\91. Priest\MVI_5342.npy,46,91. Priest,original
data\include50\augmented_train\MVI_5342_aug1.npy,46,91. Priest,augmented_1
data\include50\augmented_train\MVI_5342_aug2.npy,46,91. Priest,augmented_2
data\include50\augmented_train\MVI_5342_aug3.npy,46,91. Priest,augmented_3
data\include50\sequences\Electronics\53. Fan\MVI_4534.npy,26,53. Fan,original
data\include50\augmented_train\MVI_4534_aug1.npy,26,53. Fan,augmented_1
data\include50\augmented_train\MVI_4534_aug2.npy,26,53. Fan,augmented_2
data\include50\augmented_train\MVI_4534_aug3.npy,26,53. Fan,augmented_3
data\include50\sequences\Days_and_Time\78. Year\MVI_4635.npy,38,78. Year,original
data\include50\augmented_train\MVI_4635_aug1.npy,38,78. Year,augmented_1
data\include50\augmented_train\MVI_4635_aug2.npy,38,78. Year,augmented_2
data\include50\augmented_train\MVI_4635_aug3.npy,38,78. Year,augmented_3
data\include50\sequences\Jobs\91. Priest\MVI_4490.npy,46,91. Priest,original
data\include50\augmented_train\MVI_4490_aug1.npy,46,91. Priest,augmented_1
data\include50\augmented_train\MVI_4490_aug2.npy,46,91. Priest,augmented_2
data\include50\augmented_train\MVI_4490_aug3.npy,46,91. Priest,augmented_3
data\include50\sequences\Pronouns\44. it\MVI_0013.npy,20,44. it,original
data\include50\augmented_train\MVI_0013_aug1.npy,20,44. it,augmented_1
data\include50\augmented_train\MVI_0013_aug2.npy,20,44. it,augmented_2
data\include50\augmented_train\MVI_0013_aug3.npy,20,44. it,augmented_3
data\include50\sequences\Greetings\51. Good Morning\MVI_9969.npy,25,51. Good Morning,original
data\include50\augmented_train\MVI_9969_aug1.npy,25,51. Good Morning,augmented_1
data\include50\augmented_train\MVI_9969_aug2.npy,25,51. Good Morning,augmented_2
data\include50\augmented_train\MVI_9969_aug3.npy,25,51. Good Morning,augmented_3
data\include50\sequences\Home\40. Paint\MVI_9051.npy,17,40. Paint,original
data\include50\augmented_train\MVI_9051_aug1.npy,17,40. Paint,augmented_1
data\include50\augmented_train\MVI_9051_aug2.npy,17,40. Paint,augmented_2
data\include50\augmented_train\MVI_9051_aug3.npy,17,40. Paint,augmented_3
data\include50\sequences\Seasons\64. Fall\MVI_5001.npy,33,64. Fall,original
data\include50\augmented_train\MVI_5001_aug1.npy,33,64. Fall,augmented_1
data\include50\augmented_train\MVI_5001_aug2.npy,33,64. Fall,augmented_2
data\include50\augmented_train\MVI_5001_aug3.npy,33,64. Fall,augmented_3
data\include50\sequences\Home\34. Pen\MVI_9032.npy,12,34. Pen,original
data\include50\augmented_train\MVI_9032_aug1.npy,12,34. Pen,augmented_1
data\include50\augmented_train\MVI_9032_aug2.npy,12,34. Pen,augmented_2
data\include50\augmented_train\MVI_9032_aug3.npy,12,34. Pen,augmented_3
data\include50\sequences\Adjectives\2. quiet\MVI_5180.npy,7,2. quiet,original
data\include50\augmented_train\MVI_5180_aug1.npy,7,2. quiet,augmented_1
data\include50\augmented_train\MVI_5180_aug2.npy,7,2. quiet,augmented_2
data\include50\augmented_train\MVI_5180_aug3.npy,7,2. quiet,augmented_3
data\include50\sequences\Colours\47. Red\MVI_4018.npy,22,47. Red,original
data\include50\augmented_train\MVI_4018_aug1.npy,22,47. Red,augmented_1
data\include50\augmented_train\MVI_4018_aug2.npy,22,47. Red,augmented_2
data\include50\augmented_train\MVI_4018_aug3.npy,22,47. Red,augmented_3
data\include50\sequences\Pronouns\46. you (plural)\MVI_9977.npy,21,46. you (plural),original
data\include50\augmented_train\MVI_9977_aug1.npy,21,46. you (plural),augmented_1
data\include50\augmented_train\MVI_9977_aug2.npy,21,46. you (plural),augmented_2
data\include50\augmented_train\MVI_9977_aug3.npy,21,46. you (plural),augmented_3
data\include50\sequences\Society\14. Election\MVI_4305.npy,3,14. Election,original
data\include50\augmented_train\MVI_4305_aug1.npy,3,14. Election,augmented_1
data\include50\augmented_train\MVI_4305_aug2.npy,3,14. Election,augmented_2
data\include50\augmented_train\MVI_4305_aug3.npy,3,14. Election,augmented_3
data\include50\sequences\People\77. Boy\MVI_4242.npy,36,77. Boy,original
data\include50\augmented_train\MVI_4242_aug1.npy,36,77. Boy,augmented_1
data\include50\augmented_train\MVI_4242_aug2.npy,36,77. Boy,augmented_2
data\include50\augmented_train\MVI_4242_aug3.npy,36,77. Boy,augmented_3
data\include50\sequences\Seasons\61. Summer\MVI_4568.npy,32,61. Summer,original
data\include50\augmented_train\MVI_4568_aug1.npy,32,61. Summer,augmented_1
data\include50\augmented_train\MVI_4568_aug2.npy,32,61. Summer,augmented_2
data\include50\augmented_train\MVI_4568_aug3.npy,32,61. Summer,augmented_3
data\include50\sequences\Colours\55. White\MVI_4921.npy,30,55. White,original
data\include50\augmented_train\MVI_4921_aug1.npy,30,55. White,augmented_1
data\include50\augmented_train\MVI_4921_aug2.npy,30,55. White,augmented_2
data\include50\augmented_train\MVI_4921_aug3.npy,30,55. White,augmented_3
data\include50\sequences\Pronouns\44. it\MVI_9898.npy,20,44. it,original
data\include50\augmented_train\MVI_9898_aug1.npy,20,44. it,augmented_1
data\include50\augmented_train\MVI_9898_aug2.npy,20,44. it,augmented_2
data\include50\augmented_train\MVI_9898_aug3.npy,20,44. it,augmented_3
data\include50\sequences\Colours\55. White\MVI_5062.npy,30,55. White,original
data\include50\augmented_train\MVI_5062_aug1.npy,30,55. White,augmented_1
data\include50\augmented_train\MVI_5062_aug2.npy,30,55. White,augmented_2
data\include50\augmented_train\MVI_5062_aug3.npy,30,55. White,augmented_3
data\include50\sequences\Days_and_Time\86. Time\MVI_9202.npy,44,86. Time,original
data\include50\augmented_train\MVI_9202_aug1.npy,44,86. Time,augmented_1
data\include50\augmented_train\MVI_9202_aug2.npy,44,86. Time,augmented_2
data\include50\augmented_train\MVI_9202_aug3.npy,44,86. Time,augmented_3
data\include50\sequences\Adjectives\97. dry\MVI_9522.npy,49,97. dry,original
data\include50\augmented_train\MVI_9522_aug1.npy,49,97. dry,augmented_1
data\include50\augmented_train\MVI_9522_aug2.npy,49,97. dry,augmented_2
data\include50\augmented_train\MVI_9522_aug3.npy,49,97. dry,augmented_3
data\include50\sequences\Seasons\61. Summer\MVI_5422.npy,32,61. Summer,original
data\include50\augmented_train\MVI_5422_aug1.npy,32,61. Summer,augmented_1
data\include50\augmented_train\MVI_5422_aug2.npy,32,61. Summer,augmented_2
data\include50\augmented_train\MVI_5422_aug3.npy,32,61. Summer,augmented_3
data\include50\sequences\Society\2. Death\MVI_8932.npy,6,2. Death,original
data\include50\augmented_train\MVI_8932_aug1.npy,6,2. Death,augmented_1
data\include50\augmented_train\MVI_8932_aug2.npy,6,2. Death,augmented_2
data\include50\augmented_train\MVI_8932_aug3.npy,6,2. Death,augmented_3
data\include50\sequences\Animals\5. Cow\MVI_3075.npy,24,5. Cow,original
data\include50\augmented_train\MVI_3075_aug1.npy,24,5. Cow,augmented_1
data\include50\augmented_train\MVI_3075_aug2.npy,24,5. Cow,augmented_2
data\include50\augmented_train\MVI_3075_aug3.npy,24,5. Cow,augmented_3
data\include50\sequences\People\66. Brother\MVI_5095.npy,34,66. Brother,original
data\include50\augmented_train\MVI_5095_aug1.npy,34,66. Brother,augmented_1
data\include50\augmented_train\MVI_5095_aug2.npy,34,66. Brother,augmented_2
data\include50\augmented_train\MVI_5095_aug3.npy,34,66. Brother,augmented_3
data\include50\sequences\Home\34. Pen\MVI_4389.npy,12,34. Pen,original
data\include50\augmented_train\MVI_4389_aug1.npy,12,34. Pen,augmented_1
data\include50\augmented_train\MVI_4389_aug2.npy,12,34. Pen,augmented_2
data\include50\augmented_train\MVI_4389_aug3.npy,12,34. Pen,augmented_3
data\include50\sequences\Means_of_Transportation\11. Car\MVI_8584.npy,2,11. Car,original
data\include50\augmented_train\MVI_8584_aug1.npy,2,11. Car,augmented_1
data\include50\augmented_train\MVI_8584_aug2.npy,2,11. Car,augmented_2
data\include50\augmented_train\MVI_8584_aug3.npy,2,11. Car,augmented_3
data\include50\sequences\People\77. Boy\MVI_5286.npy,36,77. Boy,original
data\include50\augmented_train\MVI_5286_aug1.npy,36,77. Boy,augmented_1
data\include50\augmented_train\MVI_5286_aug2.npy,36,77. Boy,augmented_2
data\include50\augmented_train\MVI_5286_aug3.npy,36,77. Boy,augmented_3
data\include50\sequences\People\61. Father\MVI_5080.npy,31,61. Father,original
data\include50\augmented_train\MVI_5080_aug1.npy,31,61. Father,augmented_1
data\include50\augmented_train\MVI_5080_aug2.npy,31,61. Father,augmented_2
data\include50\augmented_train\MVI_5080_aug3.npy,31,61. Father,augmented_3
data\include50\sequences\Adjectives\94. good\MVI_9510.npy,48,94. good,original
data\include50\augmented_train\MVI_9510_aug1.npy,48,94. good,augmented_1
data\include50\augmented_train\MVI_9510_aug2.npy,48,94. good,augmented_2
data\include50\augmented_train\MVI_9510_aug3.npy,48,94. good,augmented_3
data\include50\sequences\Adjectives\94. good\MVI_5316.npy,48,94. good,original
data\include50\augmented_train\MVI_5316_aug1.npy,48,94. good,augmented_1
data\include50\augmented_train\MVI_5316_aug2.npy,48,94. good,augmented_2
data\include50\augmented_train\MVI_5316_aug3.npy,48,94. good,augmented_3
data\include50\sequences\People\61. Father\MVI_5227.npy,31,61. Father,original
data\include50\augmented_train\MVI_5227_aug1.npy,31,61. Father,augmented_1
data\include50\augmented_train\MVI_5227_aug2.npy,31,61. Father,augmented_2
data\include50\augmented_train\MVI_5227_aug3.npy,31,61. Father,augmented_3
data\include50\sequences\Adjectives\1. loud\MVI_9448.npy,1,1. loud,original
data\include50\augmented_train\MVI_9448_aug1.npy,1,1. loud,augmented_1
data\include50\augmented_train\MVI_9448_aug2.npy,1,1. loud,augmented_2
data\include50\augmented_train\MVI_9448_aug3.npy,1,1. loud,augmented_3
data\include50\sequences\Adjectives\3. happy\MVI_5264.npy,11,3. happy,original
data\include50\augmented_train\MVI_5264_aug1.npy,11,3. happy,augmented_1
data\include50\augmented_train\MVI_5264_aug2.npy,11,3. happy,augmented_2
data\include50\augmented_train\MVI_5264_aug3.npy,11,3. happy,augmented_3
data\include50\sequences\Clothes\37. Hat\MVI_3835.npy,14,37. Hat,original
data\include50\augmented_train\MVI_3835_aug1.npy,14,37. Hat,augmented_1
data\include50\augmented_train\MVI_3835_aug2.npy,14,37. Hat,augmented_2
data\include50\augmented_train\MVI_3835_aug3.npy,14,37. Hat,augmented_3
data\include50\sequences\Clothes\44. Shoes\MVI_5028.npy,19,44. Shoes,original
data\include50\augmented_train\MVI_5028_aug1.npy,19,44. Shoes,augmented_1
data\include50\augmented_train\MVI_5028_aug2.npy,19,44. Shoes,augmented_2
data\include50\augmented_train\MVI_5028_aug3.npy,19,44. Shoes,augmented_3
data\include50\sequences\Society\14. Election\MVI_8710.npy,3,14. Election,original
data\include50\augmented_train\MVI_8710_aug1.npy,3,14. Election,augmented_1
data\include50\augmented_train\MVI_8710_aug2.npy,3,14. Election,augmented_2
data\include50\augmented_train\MVI_8710_aug3.npy,3,14. Election,augmented_3
data\include50\sequences\Days_and_Time\86. Time\MVI_4669.npy,44,86. Time,original
data\include50\augmented_train\MVI_4669_aug1.npy,44,86. Time,augmented_1
data\include50\augmented_train\MVI_4669_aug2.npy,44,86. Time,augmented_2
data\include50\augmented_train\MVI_4669_aug3.npy,44,86. Time,augmented_3
data\include50\sequences\Places\35. Bank\MVI_3336.npy,13,35. Bank,original
data\include50\augmented_train\MVI_3336_aug1.npy,13,35. Bank,augmented_1
data\include50\augmented_train\MVI_3336_aug2.npy,13,35. Bank,augmented_2
data\include50\augmented_train\MVI_3336_aug3.npy,13,35. Bank,augmented_3
data\include50\sequences\Home\28. Window\MVI_4364.npy,10,28. Window,original
data\include50\augmented_train\MVI_4364_aug1.npy,10,28. Window,augmented_1
data\include50\augmented_train\MVI_4364_aug2.npy,10,28. Window,augmented_2
data\include50\augmented_train\MVI_4364_aug3.npy,10,28. Window,augmented_3
data\include50\sequences\Adjectives\79. short\MVI_9221.npy,40,79. short,original
data\include50\augmented_train\MVI_9221_aug1.npy,40,79. short,augmented_1
data\include50\augmented_train\MVI_9221_aug2.npy,40,79. short,augmented_2
data\include50\augmented_train\MVI_9221_aug3.npy,40,79. short,augmented_3
data\include50\sequences\Means_of_Transportation\11. Car\MVI_3117.npy,2,11. Car,original
data\include50\augmented_train\MVI_3117_aug1.npy,2,11. Car,augmented_1
data\include50\augmented_train\MVI_3117_aug2.npy,2,11. Car,augmented_2
data\include50\augmented_train\MVI_3117_aug3.npy,2,11. Car,augmented_3
data\include50\sequences\Adjectives\84. small little\MVI_9237.npy,43,84. small little,original
data\include50\augmented_train\MVI_9237_aug1.npy,43,84. small little,augmented_1
data\include50\augmented_train\MVI_9237_aug2.npy,43,84. small little,augmented_2
data\include50\augmented_train\MVI_9237_aug3.npy,43,84. small little,augmented_3
data\include50\sequences\Places\35. Bank\MVI_3335.npy,13,35. Bank,original
data\include50\augmented_train\MVI_3335_aug1.npy,13,35. Bank,augmented_1
data\include50\augmented_train\MVI_3335_aug2.npy,13,35. Bank,augmented_2
data\include50\augmented_train\MVI_3335_aug3.npy,13,35. Bank,augmented_3
data\include50\sequences\Places\35. Bank\MVI_3501.npy,13,35. Bank,original
data\include50\augmented_train\MVI_3501_aug1.npy,13,35. Bank,augmented_1
data\include50\augmented_train\MVI_3501_aug2.npy,13,35. Bank,augmented_2
data\include50\augmented_train\MVI_3501_aug3.npy,13,35. Bank,augmented_3
data\include50\sequences\Adjectives\83. big large\MVI_5124.npy,41,83. big large,original
data\include50\augmented_train\MVI_5124_aug1.npy,41,83. big large,augmented_1
data\include50\augmented_train\MVI_5124_aug2.npy,41,83. big large,augmented_2
data\include50\augmented_train\MVI_5124_aug3.npy,41,83. big large,augmented_3
data\include50\sequences\Home\40. Paint\MVI_8818.npy,17,40. Paint,original
data\include50\augmented_train\MVI_8818_aug1.npy,17,40. Paint,augmented_1
data\include50\augmented_train\MVI_8818_aug2.npy,17,40. Paint,augmented_2
data\include50\augmented_train\MVI_8818_aug3.npy,17,40. Paint,augmented_3
data\include50\sequences\Home\34. Pen\MVI_8793.npy,12,34. Pen,original
data\include50\augmented_train\MVI_8793_aug1.npy,12,34. Pen,augmented_1
data\include50\augmented_train\MVI_8793_aug2.npy,12,34. Pen,augmented_2
data\include50\augmented_train\MVI_8793_aug3.npy,12,34. Pen,augmented_3
data\include50\sequences\Animals\1. Dog\MVI_2979.npy,0,1. Dog,original
data\include50\augmented_train\MVI_2979_aug1.npy,0,1. Dog,augmented_1
data\include50\augmented_train\MVI_2979_aug2.npy,0,1. Dog,augmented_2
data\include50\augmented_train\MVI_2979_aug3.npy,0,1. Dog,augmented_3
data\include50\sequences\Adjectives\79. short\MVI_9222.npy,40,79. short,original
data\include50\augmented_train\MVI_9222_aug1.npy,40,79. short,augmented_1
data\include50\augmented_train\MVI_9222_aug2.npy,40,79. short,augmented_2
data\include50\augmented_train\MVI_9222_aug3.npy,40,79. short,augmented_3
data\include50\sequences\Clothes\42. T-Shirt\MVI_3851.npy,18,42. T-Shirt,original
data\include50\augmented_train\MVI_3851_aug1.npy,18,42. T-Shirt,augmented_1
data\include50\augmented_train\MVI_3851_aug2.npy,18,42. T-Shirt,augmented_2
data\include50\augmented_train\MVI_3851_aug3.npy,18,42. T-Shirt,augmented_3
data\include50\sequences\Places\23. Court\MVI_3531.npy,8,23. Court,original
data\include50\augmented_train\MVI_3531_aug1.npy,8,23. Court,augmented_1
data\include50\augmented_train\MVI_3531_aug2.npy,8,23. Court,augmented_2
data\include50\augmented_train\MVI_3531_aug3.npy,8,23. Court,augmented_3
data\include50\sequences\Adjectives\1. loud\MVI_5179.npy,1,1. loud,original
data\include50\augmented_train\MVI_5179_aug1.npy,1,1. loud,augmented_1
